dia_semana,valor,transacoes
Domingo,803310.21,2697
Quarta,730749.42,2233
Quinta,806140.98,1951
Sabado,1338558.04,4143
Segunda,700355.47,2138
Sexta,852979.17,2494
Terca,744341.12,1707
