persona,qtd_clientes,valor_total,ticket_medio,freq_media,idade_media,pct_clientes,pct_valor
Cliente Regular,2072,1692673.62,458.914971124099,1.8388030888030888,40.274528757854036,77.74859287054409,62.47564327293409
Comprador Seletivo,85,588281.48,6145.484705882353,1.1529411764705881,39.529411764705884,3.189493433395872,21.71314271947696
Senior Tradicional,383,349286.49,672.3095835509139,1.4543080939947781,62.574412532637076,14.371482176360226,12.891970366558473
Jovem Explorer,123,73485.13,427.23591463414635,1.4308943089430894,22.853658536585368,4.615384615384616,2.712295337683107
Mae Moderna,2,5606.92,130.9162878787879,21.5,48.0,0.075046904315197,0.20694830334738695
