faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),780.605465116279,716.7884615384615,0.0,0.0
25-39 (Millennials),964.6161693548388,937.2672241992883,366.2033333333334,253.95
40-54 (Gen X),1066.6822473246136,1180.362154882155,129.97,341.78000000000003
55-69 (Boomers),1008.6049799196787,1145.2636263736265,0.0,0.0
70+ (Silent),1116.6909677419355,486.94,0.0,0.0
Nao Informado,294.5,0.0,562.49,0.0
