Metrica,High Spenders,Demais Clientes
Qtd Clientes,267.0,2398.0
Valor Total (R$),1313144.73,1396188.9100000001
Ticket Medio (R$),4918.145056179776,582.2305713094246
Freq Media Compras,3.6666666666666665,1.5450375312760634
Idade Media,42.39223697650664,42.645274844300026
% Feminino,71.91011235955057,73.39449541284404
% Masculino,28.08988764044944,26.230191826522102
