dia_semana,valor,transacoes
Domingo,216915.16,1219
Quarta,168417.84,944
Quinta,153801.65,951
Sabado,214356.62,1137
Segunda,172404.8,818
Sexta,208078.87,1155
Terca,138008.76,779
