faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),284,1869672.04,6583.352253521127,9.099647548862544
Gen X (1965-1980),1054,5997429.41,5690.160730550285,33.771227170778594
Gen Z (1997-2012),303,1440166.01,4753.023135313531,9.708426786286447
Millennials (1981-1996),1475,7603686.98,5155.042020338983,47.26049343159244
Silent (antes 1946),5,16270.62,3254.1240000000003,0.16020506247997437
