faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),2434172.64,915579.02,0.0,0.0
Gen X (1965-1980),8114031.61,3762016.32,0.0,1129.8600000000001
Gen Z (1997-2012),2553322.39,1546038.81,0.0,6858.77
Millennials (1981-1996),11764351.36,5936205.76,313.15999999999997,18954.870000000003
Nao Informado,0.0,0.0,3111.4,0.0
Silent (antes 1946),37042.03,32136.64,0.0,0.0
