sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,4200,65.08600650860065,3858896.74
BS,Masculino,2244,34.77452347745235,2241628.12
BS,Outro,8,0.12397334573066791,3461.5000000000005
BS,Nao Informado,1,0.01549666821633349,2199.0
CS,Feminino,7038,69.96719355800775,11486653.0
CS,Masculino,3012,29.94333432746794,5080431.74
CS,Outro,7,0.06958942240779402,9403.48
CS,Nao Informado,2,0.019882692116512578,552.75
NK,Feminino,4251,69.64285714285714,4142899.4800000004
NK,Masculino,1849,30.291612057667106,1781383.78
NK,Nao Informado,1,0.0163826998689384,313.15999999999997
NK,Outro,3,0.049148099606815196,2797.0
GS,Feminino,2048,62.38196771245812,1514767.5100000002
GS,Masculino,1231,37.49619250685349,1074901.48
GS,Outro,3,0.09137983551629607,1069.3000000000002
GS,Nao Informado,1,0.03045994517209869,299.66
NR,Feminino,3802,67.06650202857647,3671468.04
NR,Masculino,1857,32.75710001763979,1882391.36
NR,Outro,9,0.1587581584053625,10212.220000000001
NR,Nao Informado,1,0.01763979537837361,59.99
NS,Feminino,429,68.0952380952381,228235.26
NS,Masculino,201,31.9047619047619,131240.07
