Metrica,High Spenders,Demais Clientes
Qtd Clientes,3121.0,28088.0
Valor Total (R$),16927225.06,20198039.58
Ticket Medio (R$),5423.654296699775,719.0985324693819
Freq Media Compras,6.572893303428389,3.108231273141555
Idade Media,44.453369140625,41.43754011185477
% Feminino,66.61326497917334,67.6053830817431
% Masculino,33.322652995834666,32.27712902307035
