dia_semana,valor,transacoes
Domingo,4987560.71,18367
Quarta,3331023.84,12118
Quinta,2562128.97,8884
Sabado,4077738.0100000002,15139
Segunda,4289144.5,15054
Sexta,3280033.9,11366
Terca,3871622.7600000002,13818
