genero,qtd_clientes,valor_total,pct_clientes
Feminino,18989,40699723.64,66.89800951206624
Masculino,9369,18932411.7,33.006869825612114
Nao Informado,8,4743.7,0.028183899947155186
Outro,19,28203.37,0.06693676237449357
