faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),60,58420.84,9.146341463414634
Gen X (1965-1980),252,224433.41,38.41463414634146
Gen Z (1997-2012),57,37576.53,8.689024390243901
Millennials (1981-1996),286,257406.74,43.59756097560975
Nao Informado,1,61.84,0.1524390243902439
