dia_semana,valor,transacoes
Domingo,248258.29,797
Quarta,144468.25,443
Quinta,123505.47,424
Sabado,186920.6,680
Segunda,168379.8,470
Sexta,83226.18,359
Terca,140993.88999999998,430
