faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),1619,1630213.87,8.661459447892145
25-39 (Millennials),7764,9011387.84,41.53648619730366
40-54 (Gen X),7186,9356750.98,38.44425422640702
55-69 (Boomers),1879,2566794.97,10.052428846565375
70+ (Silent),202,290805.16,1.0806762251230473
Nao Informado,42,21032.97,0.22469505670875242
