loja,valor,clientes
Zara,383546.15,513
VIVARA,29697.34,7
Jorge Bischoff,7029.0,10
Vivara,4232.0,2
Lindt,3821.27,10
World Tennis,2708.9300000000003,4
Souq ,2403.2,2
Renner,2098.42,5
Reserva,1856.0,2
Sephora,1546.95,4
Adidas,1428.56,3
Life Vivara,1125.0,2
Outback Steakhouse,1088.27,4
L'Occitane En Provence,998.55,6
Usaflex,959.95,2
Carter´s ,919.5,3
L'Oréal Kerastase  ,763.0,1
Shoulder,629.1,1
Boiko,599.0,1
Riachuelo,419.4,1
