faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),48,30903.12,8.37696335078534
Gen X (1965-1980),173,157992.06,30.19197207678883
Gen Z (1997-2012),53,35242.52,9.24956369982548
Millennials (1981-1996),299,227583.12,52.18150087260035
