cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
137,207.17,3,17,Garten Shopping,Masculino,Gastronomia,1,3,1,5,Pontual
151,917.6800000000001,16,2,Neumarkt Shopping,Masculino,Gastronomia,4,5,4,13,VIP
160,759.81,12,3,Norte Shopping,Feminino,Supermercado,4,5,4,13,VIP
164,1368.79,6,6,Nações Shopping,Feminino,Beleza e Bem-estar,4,5,5,14,VIP
168,110.5,2,6,Continente Shopping,Feminino,Gastronomia,4,2,1,7,Potencial
169,1351.36,4,19,Continente Shopping,Masculino,Gastronomia,1,4,4,9,Potencial
170,39.99,1,15,Nações Shopping,Masculino,Moda,2,1,1,4,Pontual
195,792.11,5,1,Continente Shopping,Feminino,Gastronomia,5,4,3,12,Premium
231,303.84000000000003,2,8,Balneário Shopping,Feminino,Calçados,3,2,1,6,Pontual
235,1773.56,11,1,Continente Shopping,Masculino,Gastronomia,5,5,5,15,VIP
241,2079.01,2,11,Balneário Shopping,Feminino,Beleza e Bem-estar,2,2,4,8,Potencial
249,508.04999999999995,5,0,Norte Shopping,Masculino,Gastronomia,5,5,3,13,VIP
251,309.88,2,11,Continente Shopping,Feminino,Calçados,2,2,2,6,Pontual
259,786.89,3,21,Neumarkt Shopping,Masculino,Beleza e Bem-estar,1,3,3,7,Potencial
266,687.48,5,10,Norte Shopping,Feminino,Beleza e Bem-estar,3,5,4,12,Premium
269,172.9,3,8,Continente Shopping,Masculino,Calçados,3,3,1,7,Potencial
287,1815.92,6,1,Neumarkt Shopping,Masculino,Esportes,5,5,5,15,VIP
320,13716.2,3,5,Neumarkt Shopping,Feminino,Ótica,4,3,5,12,Premium
332,508.5,1,3,Balneário Shopping,Masculino,Moda,4,1,2,7,Potencial
336,7841.27,15,0,Balneário Shopping,Feminino,Gastronomia,5,5,5,15,VIP
339,363.96,1,6,Balneário Shopping,Masculino,Infantil,4,1,2,7,Potencial
345,2195.5,2,1,Neumarkt Shopping,Masculino,Gastronomia,5,2,5,12,Premium
349,655.09,9,2,Norte Shopping,Masculino,Gastronomia,4,5,3,12,Premium
371,54.989999999999995,2,7,Balneário Shopping,Masculino,Beleza e Bem-estar,3,2,1,6,Pontual
375,1329.3500000000001,16,2,Garten Shopping,Feminino,Gastronomia,4,5,4,13,VIP
381,1151.88,1,4,Balneário Shopping,Feminino,Infantil,4,1,4,9,Potencial
433,1159.92,3,0,Neumarkt Shopping,Masculino,Gastronomia,5,3,4,12,Premium
537,63.0,1,16,Neumarkt Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
568,3124.4,21,2,Neumarkt Shopping,Feminino,Gastronomia,4,5,5,14,VIP
611,4371.79,13,3,Balneário Shopping,Feminino,Beleza e Bem-estar,4,5,5,14,VIP
725,2566.95,27,4,Continente Shopping,Feminino,Gastronomia,4,5,5,14,VIP
736,1772.26,9,1,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
742,52.7,1,17,Continente Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
769,1892.37,9,0,Balneário Shopping,Feminino,Moda,5,5,4,14,VIP
770,2660.9,11,3,Norte Shopping,Masculino,Casa e Decoração,4,5,5,14,VIP
803,649.87,4,6,Garten Shopping,Masculino,Presentes e Acessórios,3,4,3,10,Premium
848,74.2,1,2,Continente Shopping,Feminino,Moda,4,1,1,6,Pontual
889,1354.5,1,8,Balneário Shopping,Feminino,Moda,3,1,4,8,Potencial
901,179.98,1,7,Garten Shopping,Feminino,Moda,3,1,1,5,Pontual
925,648.0,1,1,Continente Shopping,Feminino,Moda,5,1,3,9,Potencial
