quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,1.0,1.0,294.572,Global
40%,5.0,2.0,499.0,Global
60%,9.0,3.0,839.88,Global
80%,15.0,5.0,1556.6820000000002,Global
