perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,5027,14146628.01,8.398448378754724,4.458325044758305,4.716729659836881,4.602745176049334,13.777799880644519,2814.1293037596975,14.59,34.94
Premium,9902,15020051.95,4.053524540496869,3.49272874166835,3.7160169662694407,3.708240759442537,10.916986467380328,1516.870526156332,28.74,37.09
Potencial,11870,9039372.34,2.185088458298231,2.802274641954507,2.613310867733783,2.61592249368155,8.03150800336984,761.530946925021,34.46,22.32
Pontual,7650,2285065.85,1.32,1.710718954248366,1.5450980392156863,1.6260130718954249,4.881830065359477,298.7014183006536,22.21,5.64
