dia_semana,valor,transacoes
Domingo,3250418.21,6748
Quarta,2002405.45,3425
Quinta,2040611.66,3647
Sabado,3829116.23,7797
Segunda,2580592.24,4219
Sexta,2537635.22,4669
Terca,1914121.04,3338
