dia_semana,valor,transacoes
Domingo,624565.56,2457
Quarta,280056.69,1170
Quinta,460015.49,1857
Sabado,628687.43,2220
Segunda,172922.29,809
Sexta,477528.24,1876
Terca,99058.92,563
