segmento,valor,clientes
Serviços,162808.77,7
Moda,36408.53,60
Joalheria,28489.0,7
Calçados,12717.16,20
Eletrônicos,12084.9,4
Casa e Decoração,9508.89,29
Eletrodomésticos,9408.0,2
Gastronomia,5940.11,37
Beleza e Bem-estar,5814.45,13
Esportes,4094.71,8
Telefonia,3165.0,2
Moda Feminina,3089.2000000000003,3
Infantil,2816.23,11
Farmácias,2441.35,22
Presentes e Acessórios,2096.4,12
Papelaria,975.62,7
Livrarias,857.72,6
Pets,320.69,3
Ótica,297.0,1
