Metrica,High Spenders,Demais Clientes
Qtd Clientes,9908.0,89167.0
Valor Total (R$),63621868.7,84808272.36000001
Ticket Medio (R$),6421.262484860719,951.117255935492
Freq Media Compras,10.09134033104562,3.693586192201151
Idade Media,43.999219758125015,41.87922954738035
% Feminino,65.06863140896245,63.43826752049525
% Masculino,34.880904319741624,36.45406933058194
