sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,12735,62.26470444433579,16699982.669999998
BS,Masculino,7691,37.603285581577275,10254560.379999999
BS,Outro,25,0.1222314574878991,13960.619999999999
BS,Nao Informado,2,0.009778516599031927,706.27
CS,Feminino,16861,66.77359312502476,31888216.319999993
CS,Masculino,8369,33.14324185180785,14844784.120000001
CS,Outro,21,0.08316502316739931,20660.78
NK,Masculino,5884,34.585317110444954,8592480.85
NK,Feminino,11114,65.32651501792746,16785702.62
NK,Nao Informado,1,0.005877858108505261,18.8
NK,Outro,14,0.08229001351907365,12111.019999999999
GS,Masculino,4204,41.11491442542787,4931252.73
GS,Feminino,6011,58.787286063569674,6312251.119999999
GS,Nao Informado,1,0.009779951100244499,1222.91
GS,Outro,9,0.08801955990220049,7366.12
NR,Outro,16,0.08210601939754708,21870.719999999998
NR,Masculino,7196,36.9271822240468,10127581.35
NR,Feminino,12274,62.98558013034331,16232147.71
NR,Nao Informado,1,0.0051316262123466926,25.0
NS,Feminino,6792,63.48256846434246,7551902.76
NS,Masculino,3894,36.39592485278998,4121376.84
NS,Outro,11,0.10281334704177959,9177.349999999999
NS,Nao Informado,2,0.01869333582577811,782.0
