faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),976,6650428.21,6813.963329918033,9.85062575696407
Gen X (1965-1980),3540,23443386.89,6622.425675141243,35.728704077513115
Gen Z (1997-2012),836,4894340.13,5854.473839712919,8.43762616067824
Millennials (1981-1996),4526,28401183.37,6275.117845779939,45.68025837706903
Silent (antes 1946),30,232530.1,7751.003333333333,0.3027856277755349
