faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),1700.8423877473363,1641.5310717863103,0.0,457.84
Gen X (1965-1980),1715.7520482246953,1620.0479728209934,243.75666666666666,661.1441666666666
Gen Z (1997-2012),1125.0941575618172,1122.5077349830374,0.0,827.6023076923077
Millennials (1981-1996),1469.961666278179,1444.7618991097925,505.9275,1024.9377358490565
Nao Informado,916.3190000000001,882.795,0.0,0.0
Silent (antes 1946),1444.0978145695365,2236.155744680851,0.0,0.0
