dia_semana,valor,transacoes
Domingo,30970.44,198
Quarta,12179.56,111
Quinta,11225.2,85
Sabado,23920.24,190
Segunda,11123.81,92
Sexta,10646.06,95
Terca,15860.220000000001,93
