faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),39,32747.83,4.37219730941704
Gen X (1965-1980),261,272845.26,29.260089686098656
Gen Z (1997-2012),105,68153.6,11.771300448430495
Millennials (1981-1996),485,464987.32,54.37219730941704
Nao Informado,2,182.6,0.2242152466367713
