dia_semana,valor,transacoes
Domingo,332480.33,1482
Quarta,388950.49,1347
Quinta,328122.61,1279
Sabado,398314.23,1732
Segunda,397005.21,1449
Sexta,323698.15,1302
Terca,362217.66,1407
