faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),2866,1547,0,8
25-39 (Millennials),19245,10789,0,38
40-54 (Gen X),20308,11039,2,15
55-69 (Boomers),6735,3718,0,2
70+ (Silent),1192,662,0,0
Nao Informado,12,5,0,0
