sigla,segmento,valor,clientes
CS,Moda,7219295.7700000005,10302
CS,Telefonia,1534392.48,407
CS,Calçados,1479503.91,4183
CS,Joalheria,1252196.44,811
CS,Gastronomia,1045983.84,6008
CS,Esportes,1027337.03,2809
CS,Ótica,942573.51,729
CS,Beleza e Bem-estar,905663.38,3229
CS,Eletrodomésticos,799941.42,1453
CS,Infantil,583591.56,1830
CS,Casa e Decoração,402896.48,761
CS,Moda Feminina,379620.27,607
CS,Não informado,345960.04,730
CS,Eletrônicos,273800.78,178
CS,Presentes e Acessórios,257735.22,934
CS,Livrarias,246429.98,1494
CS,Vestuário feminino,175514.11,276
CS,Papelaria,158159.68,1053
CS,Farmácias,121083.69,1024
CS,Pets,87348.5,540
BS,Moda,12985675.18,12553
BS,Joalheria,3730971.07,1573
BS,Beleza e Bem-estar,2809509.38,5766
BS,Calçados,2556517.45,4297
BS,Moda Feminina,2039408.8,1938
BS,Infantil,1653606.18,3733
BS,Gastronomia,1448408.85,6085
BS,Eletrônicos,1213603.66,569
BS,Casa e Decoração,1077084.18,1339
BS,Esportes,1041269.3400000001,2192
BS,Presentes e Acessórios,992747.02,2648
BS,Ótica,835013.45,721
BS,Telefonia,772138.86,168
BS,Livrarias,334973.15,1825
BS,Serviços,327191.17,1231
BS,Eletrodomésticos,201913.21,105
BS,Papelaria,141706.61000000002,878
BS,Supermercado,122163.74,919
BS,Calçados Femininos,120867.58,348
BS,Lazer,7580.05,114
NK,Moda,5425502.13,7801
NK,Joalheria,2056900.71,1205
NK,Beleza e Bem-estar,1698659.51,4530
NK,Calçados,1239368.51,2928
NK,Casa e Decoração,1185003.87,3057
NK,Gastronomia,1180771.7,5073
NK,Esportes,776702.81,2005
NK,Telefonia,709788.9,192
NK,Presentes e Acessórios,696738.6,1406
NK,Eletrônicos,670211.45,450
NK,Ótica,656609.18,537
NK,Moda Feminina,576261.73,556
NK,Serviços,568867.95,1123
NK,Infantil,510676.37,1513
NK,Livrarias,384681.42,2155
NK,Papelaria,183751.44,1193
NK,Eletrodomésticos,162991.0,1262
NK,Farmácias,137758.09,827
NK,Pets,104423.37,581
NK,Salão de Beleza | Barbearia,9932.99,45
NR,Moda,1246264.33,2696
NR,Eletrodomésticos,883026.25,963
NR,Casa e Decoração,665089.12,1460
NR,Beleza e Bem-estar,518722.72000000003,1856
NR,Eletrônicos,493940.73,241
NR,Esportes,396414.96,959
NR,Calçados,353262.66000000003,1006
NR,Serviços,349597.85,669
NR,Supermercado,323194.61,967
NR,Telefonia,287305.88,112
NR,Infantil,261722.41,811
NR,Gastronomia,232737.43,1728
NR,Joalheria,183502.23,148
NR,Ótica,139886.33,201
NR,Presentes e Acessórios,108978.34,567
NR,Papelaria,97214.69,485
NR,Pets,76935.32,499
NR,Outros,66212.0,51
NR,Livrarias,64522.8,432
NR,Gastronomia - Sorvetes,5745.75,178
GS,Moda,7296517.1,10359
GS,Joalheria,2352099.56,1059
GS,Calçados,1394764.86,3881
GS,Esportes,1105612.3,2574
GS,Gastronomia,978401.48,4983
GS,Beleza e Bem-estar,976791.44,2533
GS,Serviços,807453.72,1040
GS,Presentes e Acessórios,784260.07,3164
GS,Casa e Decoração,779001.36,2238
GS,Infantil,716825.83,2297
GS,Telefonia,665578.82,229
GS,Ótica,547538.41,682
GS,Eletrônicos,390712.49,339
GS,Farmácias,350060.74,1556
GS,Moda Feminina,256068.6,378
GS,Eletrodomésticos,216947.53,109
GS,Livrarias,201721.21,1519
GS,Papelaria,129141.98,922
GS,Pets,81612.43000000001,621
GS,Kids,25913.23,295
NS,Moda,3442032.5,5092
NS,Casa e Decoração,628682.2,1030
NS,Joalheria,597724.52,436
NS,Beleza e Bem-estar,571773.87,1907
NS,Infantil,464047.98,1326
NS,Calçados,417784.79,1410
NS,Esportes,390903.39,930
NS,Calçados Femininos,324215.18,437
NS,Gastronomia,310882.24,1801
NS,Eletrônicos,213776.14,63
NS,Livrarias,134851.75,750
NS,Farmácias,118522.92,680
NS,Pets,106933.94,596
NS,Ótica,106778.4,165
NS,Presentes e Acessórios,64136.61,167
NS,Papelaria,62333.64,268
NS,Outros,60565.58,196
NS,Hub da Saúde,51522.28,17
NS,Eletrodomésticos,24888.38,290
NS,Serviços,14843.81,473
