sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),1960,12.201954802963332,1898039.47
BS,Gen X (1965-1980),4915,30.598269314573866,6327715.49
BS,Millennials (1981-1996),7910,49.24360331195916,9421757.55
BS,Boomers (1946-1964),1244,7.744506007595095,1611134.74
BS,Nao Informado,5,0.031127435721845235,3816.32
BS,Silent (antes 1946),29,0.18053912718670237,38952.92999999999
CS,Gen Z (1997-2012),2603,13.218565915092423,3391897.23
CS,Millennials (1981-1996),9215,46.795653057079015,15865040.55
CS,Gen X (1965-1980),5916,30.04265691651432,11602408.93
CS,Boomers (1946-1964),1898,9.638431850497664,3445707.38
CS,Silent (antes 1946),58,0.2945358521226894,116273.42
CS,Nao Informado,2,0.010156408693885842,287.22
NK,Millennials (1981-1996),6218,43.47643686197735,7763614.319999998
NK,Gen X (1965-1980),4830,33.77150048944203,7213989.44
NK,Gen Z (1997-2012),1698,11.87246538945602,1593008.04
NK,Boomers (1946-1964),1510,10.557963921129913,2327207.38
NK,Silent (antes 1946),45,0.3146413089078451,43630.39
NK,Nao Informado,1,0.006992029086841002,233.87
GS,Gen Z (1997-2012),904,13.66797701844572,799075.23
GS,Millennials (1981-1996),3226,48.775325068037496,3180625.8599999994
GS,Boomers (1946-1964),397,6.0024191109767155,440239.49
GS,Gen X (1965-1980),2077,31.403084366495314,2319014.2699999996
GS,Silent (antes 1946),10,0.15119443604475355,20492.359999999997
NR,Gen X (1965-1980),4925,30.38997902011601,6934603.139999999
NR,Millennials (1981-1996),7831,48.321609280513385,9320782.23
NR,Gen Z (1997-2012),2303,14.210786128594346,2086194.95
NR,Boomers (1946-1964),1121,6.917191163766506,1665045.23
NR,Silent (antes 1946),25,0.1542638528939899,81265.82999999999
NR,Nao Informado,1,0.0061705541157595955,474.9
NS,Gen X (1965-1980),2084,25.788887513921544,2304155.46
NS,Millennials (1981-1996),4225,52.2831332755847,4230146.15
NS,Gen Z (1997-2012),1267,15.678752629625045,1037045.31
NS,Boomers (1946-1964),489,6.051231283257023,529160.79
NS,Silent (antes 1946),15,0.18562059151095162,15486.47
NS,Nao Informado,1,0.012374706100730107,546.89
