shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,63857,16063,19301416.5,1201.607202888626,42.172272047832585,2500.0,1608
Continente Shopping,CS,76995,19692,34421614.73,1747.9999355068046,42.62953933668546,3876.3580000000006,1970
Neumarkt Shopping,NK,60136,14302,18941683.439999998,1324.408015662145,43.77503496503496,2818.578,1431
Garten Shopping,GS,23054,6614,6759447.209999999,1021.9908088902326,41.63798578557387,2256.542,662
Norte Shopping,NR,61804,16206,20088366.279999997,1239.5635122794026,41.55196889272929,2443.505,1621
Nações Shopping,NS,28572,8081,8116541.069999999,1004.3981029575547,40.39108910891089,2144.0,809
