faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),403,618361.54,6.074766355140187
Gen X (1965-1980),1973,2436478.11,29.740729574917097
Gen Z (1997-2012),982,950475.21,14.802532408803135
Millennials (1981-1996),3260,3368204.79,49.140789870364785
Nao Informado,6,2909.84,0.09044317154054868
Silent (antes 1946),10,19735.13,0.1507386192342478
