loja,valor,clientes
Casas Bahia,632099.73,286
Magazine Luiza,582011.37,245
Havan,579457.58,1197
CVC,484725.51,47
Pittol,478422.78,1156
Renner,403970.98,959
Atacadão,390997.05,871
Samsung,347829.02,121
Riachuelo,275237.37,746
NXT Eletric,273499.0,31
Centauro,251691.78,527
Idéli.oui,196227.4,375
Claro,158349.28,66
Vivara,154733.06,89
Tim,129574.4,56
Cia do Terno,106344.18,147
Paquetá,102567.87000000001,262
Bkko,100092.26,124
Kalunga,82720.74,349
Cobasi,78360.32,408
