faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),18,8222.25,3.9045553145336225
25-39 (Millennials),178,105625.27,38.611713665943604
40-54 (Gen X),197,214874.26,42.73318872017354
55-69 (Boomers),58,43831.630000000005,12.58134490238612
70+ (Silent),9,2500.95,1.9522776572668112
Nao Informado,1,606.48,0.21691973969631237
