loja,valor,clientes
Renner,278749.3,700
Havan,158076.51,515
Centauro,137817.56,363
Riachuelo,125350.56,433
Vivara,107971.61,40
Livrarias Catarinense,107234.06,569
iPlace Mobile,99838.74,35
Kalunga,98208.76,493
Le Lis ,86110.34,60
Shoulder,85902.07,91
Hering Store,72706.62,188
Madero,67546.94,216
Óticas Carol,62087.56,38
Panvel Farmácias,61548.57,322
Ri Happy,61397.37,212
Me.Linda,59541.55,346
Cvc Viagens,58766.399999999994,7
Idéli.Oui,57556.68,81
Farm,56059.56,71
Avatim,53902.25,253
