cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
151,248.62,3,18,Neumarkt Shopping,Masculino,Gastronomia,3,3,1,7,Potencial
152,89.1,1,25,Garten Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
168,284.44,4,9,Continente Shopping,Feminino,Gastronomia,4,4,1,9,Potencial
170,2824.9,1,19,Continente Shopping,Masculino,Casa e Decoração,2,1,5,8,Potencial
195,1900.63,6,20,Continente Shopping,Feminino,Moda,2,5,5,12,Premium
235,1372.02,6,19,Continente Shopping,Masculino,Moda,2,5,4,11,Premium
251,675.14,11,17,Continente Shopping,Feminino,Eletrodomésticos,3,5,3,11,Premium
259,480.85,4,5,Neumarkt Shopping,Masculino,Gastronomia,5,4,2,11,Premium
266,1478.06,6,8,Norte Shopping,Feminino,Calçados,4,5,4,13,VIP
272,338.02000000000004,2,15,Norte Shopping,Feminino,Calçados,3,2,2,7,Potencial
277,79.99,1,20,Neumarkt Shopping,Feminino,Moda,2,1,1,4,Pontual
281,4081.25,4,14,Balneário Shopping,Feminino,Moda,3,4,5,12,Premium
287,3253.95,3,5,Neumarkt Shopping,Masculino,Beleza e Bem-estar,5,3,5,13,VIP
304,124.94999999999999,2,21,Norte Shopping,Masculino,Beleza e Bem-estar,2,2,1,5,Pontual
320,298.54,1,11,Neumarkt Shopping,Feminino,Farmácias,4,1,1,6,Pontual
325,839.75,5,0,Neumarkt Shopping,Masculino,Moda,5,5,3,13,VIP
330,579.8,1,15,Continente Shopping,Feminino,Moda,3,1,3,7,Potencial
334,319.7,1,20,Nações Shopping,Feminino,Moda,2,1,1,4,Pontual
336,5240.259999999999,8,7,Neumarkt Shopping,Feminino,Beleza e Bem-estar,4,5,5,14,VIP
349,741.76,5,4,Norte Shopping,Masculino,Moda,5,5,3,13,VIP
360,3819.71,19,6,Neumarkt Shopping,Feminino,Moda,4,5,5,14,VIP
375,582.6,11,1,Garten Shopping,Feminino,Gastronomia,5,5,3,13,VIP
377,38.03,1,0,Neumarkt Shopping,Masculino,Gastronomia,5,1,1,7,Potencial
393,259.35,2,7,Garten Shopping,Feminino,Joalheria,4,2,1,7,Potencial
424,3796.98,3,5,Continente Shopping,Masculino,Eletrodomésticos,5,3,5,13,VIP
430,1880.56,3,0,Continente Shopping,Masculino,Moda,5,3,5,13,VIP
