perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,1849,8027452.65,4341.510356949702,6.636560302866414,11.58,49.56
Premium,2578,3615822.77,1402.5689565554694,5.093483320403413,16.15,22.32
Potencial,3763,2712487.54,720.8311294180176,3.609619984055275,23.57,16.75
Pontual,7774,1842938.17,237.0643388217134,2.1493439670697194,48.7,11.38
