cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
151,483.60999999999996,4,8,Neumarkt Shopping,Masculino,Casa e Decoração,5,4,3,12,Premium
152,115.88,3,6,Garten Shopping,Feminino,Gastronomia,5,3,1,9,Potencial
164,509.97,1,26,Nações Shopping,Feminino,Moda,4,1,3,8,Potencial
166,106.5,3,4,Continente Shopping,Feminino,Gastronomia,5,3,1,9,Potencial
168,45.0,1,17,Continente Shopping,Feminino,Gastronomia,5,1,1,7,Potencial
169,853.58,10,3,Continente Shopping,Masculino,Gastronomia,5,5,4,14,VIP
170,1279.4,5,24,Nações Shopping,Masculino,Moda,4,5,5,14,VIP
195,78.9,1,7,Continente Shopping,Feminino,Infantil,5,1,1,7,Potencial
241,1367.58,6,11,Balneário Shopping,Feminino,Livrarias,5,5,4,14,VIP
259,131.99,2,27,Neumarkt Shopping,Masculino,Casa e Decoração,3,2,1,6,Pontual
266,353.3,4,3,Norte Shopping,Feminino,Casa e Decoração,5,4,3,12,Premium
277,112.49,3,5,Neumarkt Shopping,Feminino,Casa e Decoração,5,3,1,9,Potencial
287,653.95,2,27,Neumarkt Shopping,Masculino,Beleza e Bem-estar,3,2,3,8,Potencial
344,769.54,2,27,Continente Shopping,Masculino,Esportes,3,2,4,9,Potencial
349,1579.0900000000001,6,10,Norte Shopping,Masculino,Gastronomia,5,5,5,15,VIP
375,255.69,3,9,Garten Shopping,Feminino,Gastronomia,5,3,2,10,Premium
446,272.4,2,26,Nações Shopping,Masculino,Pets,4,2,2,8,Potencial
452,30.0,1,28,Balneário Shopping,Masculino,Serviços,2,1,1,4,Pontual
568,823.91,7,10,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
617,5792.0,2,6,Garten Shopping,Feminino,Joalheria,5,2,5,12,Premium
649,660.0600000000001,11,1,Continente Shopping,Masculino,Gastronomia,5,5,3,13,VIP
736,743.0900000000001,5,20,Neumarkt Shopping,Masculino,Gastronomia,5,4,4,13,VIP
769,2354.12,10,6,Balneário Shopping,Feminino,Moda,5,5,5,15,VIP
770,950.8,3,6,Norte Shopping,Masculino,Gastronomia,5,3,4,12,Premium
780,2048.09,17,18,Continente Shopping,Feminino,Gastronomia,5,5,5,15,VIP
950,861.74,4,26,Neumarkt Shopping,Masculino,Calçados,4,4,4,12,Premium
986,39.99,1,21,Nações Shopping,Feminino,Moda,4,1,1,6,Pontual
988,299.76,2,28,Norte Shopping,Masculino,Moda,2,2,2,6,Pontual
1007,793.8,2,24,Neumarkt Shopping,Feminino,Livrarias,4,2,4,10,Premium
1013,399.99,1,25,Neumarkt Shopping,Feminino,Calçados,4,1,3,8,Potencial
1137,86.9,4,11,Continente Shopping,Feminino,Gastronomia - Sorvetes,5,4,1,10,Premium
1144,379.69,2,28,Neumarkt Shopping,Masculino,Esportes,2,2,2,6,Pontual
1178,937.23,7,27,Neumarkt Shopping,Feminino,Gastronomia,3,5,4,12,Premium
1213,338.8,4,18,Continente Shopping,Feminino,Beleza e Bem-estar,5,4,2,11,Premium
1258,338.45000000000005,2,30,Continente Shopping,Feminino,Beleza e Bem-estar,1,2,2,5,Pontual
1318,274.6,2,29,Balneário Shopping,Feminino,Moda,2,2,2,6,Pontual
1449,1657.3600000000001,5,19,Garten Shopping,Masculino,Moda,5,4,5,14,VIP
1496,397.0,1,26,Balneário Shopping,Masculino,Moda,4,1,2,7,Potencial
1533,227.87,4,15,Continente Shopping,Feminino,Beleza e Bem-estar,5,4,2,11,Premium
1547,474.47,11,27,Continente Shopping,Feminino,Gastronomia,3,5,3,11,Premium
1590,309.79,2,26,Garten Shopping,Feminino,Infantil,4,2,2,8,Potencial
1608,678.98,3,24,Garten Shopping,Feminino,Gastronomia,4,3,4,11,Premium
1774,70.4,1,27,Continente Shopping,Feminino,Gastronomia,3,1,1,5,Pontual
1790,713.98,3,27,Continente Shopping,Feminino,Beleza e Bem-estar,3,3,4,10,Premium
1941,120.4,1,2,Nações Shopping,Feminino,Livrarias,5,1,1,7,Potencial
2035,194.3,4,13,Garten Shopping,Masculino,Gastronomia,5,4,2,11,Premium
2040,11.99,1,1,Balneário Shopping,Feminino,Presentes e Acessórios,5,1,1,7,Potencial
2185,606.2,9,3,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
2209,588.79,3,21,Balneário Shopping,Feminino,Moda,5,3,3,11,Premium
2210,894.09,7,6,Continente Shopping,Masculino,Gastronomia,5,5,4,14,VIP
2213,658.12,8,0,Norte Shopping,Masculino,Supermercado,5,5,4,14,VIP
2226,381.1,2,25,Continente Shopping,Feminino,Livrarias,4,2,2,8,Potencial
2292,17.5,1,10,Norte Shopping,Feminino,Gastronomia,5,1,1,7,Potencial
2363,29.9,1,27,Neumarkt Shopping,Feminino,Gastronomia,3,1,1,5,Pontual
2374,6769.429999999999,33,1,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
2460,898.79,3,29,Balneário Shopping,Feminino,Moda,2,3,3,8,Potencial
2478,22.99,1,28,Garten Shopping,Feminino,Farmácias,2,1,1,4,Pontual
2542,135.0,3,25,Neumarkt Shopping,Masculino,Serviços,4,3,1,8,Potencial
2600,4564.0,1,26,Garten Shopping,Feminino,Telefonia,4,1,5,10,Premium
2643,812.63,13,0,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
2694,2356.14,7,27,Garten Shopping,Feminino,Moda,3,5,5,13,VIP
