quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,21.0,1.0,185.84200000000004,Global
40%,26.0,2.0,396.0080000000001,Global
60%,27.0,3.0,695.5399999999998,Global
80%,28.0,5.0,1329.2280000000005,Global
