genero,qtd_clientes,valor_total,pct_clientes
Feminino,9269,11478109.84,63.49934918133863
Masculino,5309,6280555.95,36.37048708638761
Nao Informado,3,1829.58,0.02055216825375077
Outro,16,16555.66,0.10961156402000412
