faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),2051966.18,1171388.82,364.89,0.0
Gen X (1965-1980),8283083.2,4060363.13,0.0,59.99
Gen Z (1997-2012),3381152.5,1879451.36,135.7,8288.05
Millennials (1981-1996),12903379.52,6654282.16,137.0,13813.22
Nao Informado,632.12,1657.5,10512.83,0.0
Silent (antes 1946),44641.54,27352.690000000002,0.0,0.0
