sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,25-39 (Millennials),2655,42.6369038060061,2715910.5199999996
BS,40-54 (Gen X),2445,39.26449333547455,2740184.58
BS,16-24 (Gen Z),465,7.467480327605588,398471.24
BS,55-69 (Boomers),583,9.362453830094749,679158.37
BS,70+ (Silent),67,1.0759595310743537,83279.70000000001
BS,Nao Informado,12,0.19270916974466035,5278.04
CS,40-54 (Gen X),3357,36.60850599781897,5496531.29
CS,55-69 (Boomers),1153,12.57360959651036,2022393.26
CS,25-39 (Millennials),3797,41.406761177753545,5322462.21
CS,16-24 (Gen Z),638,6.9574700109051255,691565.6599999999
CS,70+ (Silent),219,2.3882224645583423,318746.29000000004
CS,Nao Informado,6,0.06543075245365322,3501.32
NK,25-39 (Millennials),2386,38.39098954143202,2287086.21
NK,40-54 (Gen X),2433,39.147224456958966,2942281.9
NK,55-69 (Boomers),825,13.274336283185843,1198923.24
NK,16-24 (Gen Z),435,6.999195494770715,310631.47
NK,70+ (Silent),129,2.075623491552695,292143.08999999997
NK,Nao Informado,7,0.11263073209975866,3861.17
GS,40-54 (Gen X),1409,37.74444146798822,1319816.53
GS,25-39 (Millennials),1655,44.33431556388963,1307035.71
GS,16-24 (Gen Z),333,8.920439324939727,268500.27999999997
GS,55-69 (Boomers),310,8.304312885079025,287830.38
GS,70+ (Silent),22,0.5893383337798017,29264.01
GS,Nao Informado,4,0.10715242432360034,5105.5
NR,40-54 (Gen X),2179,37.20334642308349,2503665.8099999996
NR,16-24 (Gen Z),451,7.700187809458766,316895.72
NR,25-39 (Millennials),2561,43.72545671845655,2396917.05
NR,55-69 (Boomers),605,10.329520232200785,818575.4299999999
NR,70+ (Silent),60,1.0244152296397473,112235.01999999999
NR,Nao Informado,1,0.017073587160662457,446.5
NS,55-69 (Boomers),344,8.213944603629416,340961.59
NS,25-39 (Millennials),1999,47.7316141356256,1619942.27
NS,40-54 (Gen X),1424,34.00191021967526,1385110.4899999998
NS,70+ (Silent),42,1.002865329512894,31523.050000000003
NS,16-24 (Gen Z),375,8.954154727793696,225061.05000000002
NS,Nao Informado,4,0.09551098376313276,11366.45
