sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,4040,64.87875381403565,4125604.33
CS,Masculino,2179,34.992773406134575,2490200.09
CS,Outro,5,0.08029548739360848,6096.139999999999
CS,Nao Informado,3,0.04817729243616509,381.89
BS,Feminino,6314,68.85496183206106,9607025.4
BS,Masculino,2845,31.025081788440566,4236702.82
BS,Outro,7,0.07633587786259542,8768.810000000001
BS,Nao Informado,4,0.04362050163576881,2703.0
NK,Masculino,1976,31.794046661303298,2190777.5
NK,Feminino,4232,68.09332260659694,4839762.93
NK,Outro,3,0.04827031375703942,853.2099999999999
NK,Nao Informado,4,0.06436041834271923,3533.44
NR,Feminino,2297,61.53227966782748,1911898.7199999997
NR,Masculino,1431,38.33377980176802,1300973.77
NR,Nao Informado,3,0.08036431824270024,3448.0
NR,Outro,2,0.05357621216180017,1231.92
GS,Masculino,2016,34.42035171589551,2306458.62
GS,Feminino,3832,65.42598599965854,3836554.33
GS,Outro,7,0.1195151101246372,4911.19
GS,Nao Informado,2,0.034147174321324913,811.39
NS,Feminino,2722,64.99522445081183,2344009.3499999996
NS,Masculino,1463,34.933142311365806,1269382.8599999999
NS,Nao Informado,2,0.04775549188156638,272.7
NS,Outro,1,0.02387774594078319,299.99
