faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),148,700565.15,4733.548310810811,4.293588627792283
25-39 (Millennials),1245,6248186.55,5018.623734939759,36.118363794604
40-54 (Gen X),1493,7492012.33,5018.0926523777625,43.31302581955324
55-69 (Boomers),484,2740249.08,5661.671652892562,14.04119524223963
70+ (Silent),76,482533.82,6349.129210526316,2.2048157818392804
Nao Informado,1,11108.1,11108.1,0.02901073397156948
