dia_semana,valor,transacoes
Domingo,621268.18,2022
Quarta,265208.82,771
Quinta,350884.62,1054
Sabado,836778.47,2276
Segunda,327369.07,913
Sexta,489625.61,1280
Terca,222687.29,788
