faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),3302382.53,1935603.3800000001,0.0,2376.99
Gen X (1965-1980),11738054.69,6951416.46,0.0,3534.74
Gen Z (1997-2012),3792889.93,2200357.19,0.0,4124.82
Millennials (1981-1996),17358823.6,10826897.11,756.19,16817.86
Nao Informado,0.0,0.0,9551.630000000001,0.0
Silent (antes 1946),91580.97,54609.63,0.0,0.0
