sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,5768,62.51219247859543,5851414.73
BS,Masculino,3452,37.411943210144145,3794194.19
BS,Outro,7,0.07586431126043133,4224.03
CS,Feminino,7700,67.49057761416427,11981325.759999998
CS,Masculino,3704,32.46559733543693,6163555.28
CS,Outro,3,0.026295030239284777,9480.400000000001
CS,Nao Informado,2,0.017530020159523183,538.61
NK,Masculino,2786,33.509742602838585,3630703.2700000005
NK,Feminino,5522,66.41808996872744,6626887.0600000005
NK,Nao Informado,2,0.024055809477988934,6734.5
NK,Outro,4,0.04811161895597787,5192.860000000001
GS,Masculino,1793,39.773735581188994,1940567.8599999999
GS,Feminino,2710,60.11535048802129,2452138.38
GS,Outro,5,0.11091393078970718,3103.34
NR,Feminino,5788,63.11198342601679,6365054.42
NR,Masculino,3377,36.822592956057136,4767889.09
NR,Outro,3,0.03271180896303566,2610.38
NR,Nao Informado,3,0.03271180896303566,1918.63
NS,Feminino,3251,64.73516527279968,3006911.37
NS,Masculino,1765,35.14536041417762,1671974.08
NS,Nao Informado,3,0.05973715651135006,1116.08
NS,Outro,3,0.05973715651135006,2243.4
