Metrica,High Spenders,Demais Clientes
Qtd Clientes,4652.0,41861.0
Valor Total (R$),25798900.810000002,32490876.909999996
Ticket Medio (R$),5545.765436371454,776.1610307923843
Freq Media Compras,5.658641444539983,2.8264494398127136
Idade Media,43.75513848258045,41.67803372923623
% Feminino,61.586414445399825,64.73567282195839
% Masculino,38.37059329320722,35.18549485201022
