sigla,segmento,valor,clientes
CS,Moda,3890878.56,5483
CS,Telefonia,763441.72,201
CS,Calçados,738246.51,1655
CS,Joalheria,689061.91,365
CS,Gastronomia,594886.18,3263
CS,Esportes,577610.41,1338
CS,Beleza e Bem-estar,455000.59,1595
CS,Ótica,443983.3,265
CS,Eletrodomésticos,290133.71,524
CS,Casa e Decoração,213041.4,324
CS,Moda Feminina,182738.99,231
CS,Não informado,180125.94,240
CS,Presentes e Acessórios,128564.2,391
CS,Eletrônicos,126781.7,84
CS,Infantil,68789.64,326
CS,Livrarias,68767.41,552
CS,Pets,66735.14,368
CS,Papelaria,61936.08,466
CS,Farmácias,48620.65,428
CS,Serviços,17280.41,515
BS,Moda,7516524.06,6983
BS,Joalheria,2948822.77,809
BS,Beleza e Bem-estar,1331818.69,2765
BS,Calçados,1106779.58,1866
BS,Moda Feminina,767768.16,514
BS,Gastronomia,622928.94,3029
BS,Esportes,575028.0700000001,1049
BS,Eletrônicos,541071.3099999999,229
BS,Casa e Decoração,509118.42,571
BS,Ótica,409416.56,261
BS,Infantil,400721.28,1015
BS,Presentes e Acessórios,347227.84,925
BS,Telefonia,326983.58,85
BS,Calçados Femininos,302343.77999999997,437
BS,Eletrodomésticos,148701.12,61
BS,Livrarias,131314.94,832
BS,Serviços,81310.71,645
BS,Supermercado,40130.55,417
BS,Não informado,23290.9,36
BS,Suplementos esportivos,8333.210000000001,31
NK,Moda,3046248.99,3800
NK,Joalheria,1135805.48,608
NK,Calçados,874822.33,1542
NK,Beleza e Bem-estar,790939.55,2031
NK,Casa e Decoração,604562.57,1340
NK,Serviços,602279.37,637
NK,Gastronomia,460523.17,2398
NK,Moda Feminina,438234.76,472
NK,Ótica,396081.69,233
NK,Telefonia,392214.54,139
NK,Presentes e Acessórios,367861.54,563
NK,Eletrônicos,331315.42,234
NK,Esportes,299582.0,727
NK,Livrarias,155113.59,1040
NK,Infantil,79757.45,324
NK,Papelaria,77344.06999999999,493
NK,Farmácias,74746.66,441
NK,Pets,49144.8,268
NK,Eletrodomésticos,48459.85,485
NK,Gastronomia - Restaurante,28339.13,96
NR,Eletrodomésticos,811707.3,589
NR,Moda,689499.23,1351
NR,Casa e Decoração,353421.82,757
NR,Calçados,341171.28,836
NR,Telefonia,311704.51,127
NR,Serviços,302466.51,322
NR,Beleza e Bem-estar,299714.59,1039
NR,Eletrônicos,262010.19,140
NR,Supermercado,231939.45,614
NR,Esportes,219218.44,483
NR,Joalheria,139027.93,104
NR,Gastronomia,93405.63,837
NR,Presentes e Acessórios,66532.56,303
NR,Outros,48954.9,37
NR,Papelaria,48305.92,205
NR,Ótica,47176.85,61
NR,Pets,44208.31,249
NR,Infantil,43816.61,197
NR,Livrarias,28163.75,219
NR,Lazer,10559.0,34
GS,Moda,3925565.99,5093
GS,Joalheria,1678985.69,531
GS,Calçados,908601.12,1763
GS,Esportes,590805.97,1145
GS,Gastronomia,532726.74,2807
GS,Telefonia,514543.99,158
GS,Eletrônicos,443366.23,198
GS,Beleza e Bem-estar,402635.21,1073
GS,Casa e Decoração,391450.48,1042
GS,Moda Feminina,297118.22,368
GS,Serviços,296940.19,450
GS,Presentes e Acessórios,262787.09,1014
GS,Ótica,208620.98,170
GS,Infantil,181534.48,652
GS,Eletrodomésticos,148839.58,63
GS,Farmácias,119545.62,567
GS,Livrarias,73825.34,602
GS,Pets,62293.37,363
GS,Papelaria,59082.12,416
GS,Kids,18115.27,169
NS,Moda,2156233.44,2766
NS,Beleza e Bem-estar,354505.28,916
NS,Joalheria,315510.98,170
NS,Gastronomia,271736.61,1526
NS,Calçados,243297.42,578
NS,Casa e Decoração,212042.91999999998,452
NS,Eletrônicos,205110.5,44
NS,Calçados Femininos,204441.8,207
NS,Esportes,196350.51,386
NS,Infantil,105657.99,365
NS,Não informado,74219.56,454
NS,Farmácias,67277.13,369
NS,Pets,66952.94,335
NS,Livrarias,45175.340000000004,324
NS,Presentes e Acessórios,44448.63,102
NS,Ótica,36385.63,33
NS,Outros,22502.98,67
NS,Hub da Saúde,21831.84,7
NS,Eletrodomésticos,11507.64,132
NS,Papelaria,11011.3,84
