faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1843,1032,0,1
25-39 (Millennials),11869,6382,2,15
40-54 (Gen X),11924,6714,0,5
55-69 (Boomers),3701,2014,0,4
70+ (Silent),626,368,0,0
Nao Informado,1,4,8,0
