loja,valor,clientes
Vivara ,748713.61,227
Renner,740330.06,1753
Bergerson,646967.47,19
Riachuelo,382624.34,1032
C&A,348843.51,892
Centauro,339563.94,744
IPLACE MOBILE,336136.34,87
Nxt,298890.0,34
Brooksfield,290570.63,147
CVC,286338.19,21
Havan,256838.07,759
Pittol,233530.89,664
Le Lis Blanc,220380.41,136
Hering,214267.0,521
Levi's,199930.24,279
Idéli Oui,198756.45,278
Adidas,168921.18,222
Maze Skate,163803.63,140
Shoulder,158680.93,147
Life Vivara,156357.41999999998,196
