dia_semana,valor,transacoes
Domingo,1880366.28,5445
Quarta,1106946.38,2564
Quinta,1179535.72,2998
Sabado,2768965.07,6996
Segunda,1334290.43,3039
Sexta,1466615.22,3865
Terca,1400753.42,2731
