shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,28217,58476913.45,3.162880533012014,3.0776836658751816,3.2406705177729735,9.48123471666017,2072.400093915016,5931,29856270.38,5033.935319507671,8286,17612917.35,2125.623624185373,8254,8539854.65,1034.6322570874727,5746,2467871.07,429.49374695440304,28.45
Garten Shopping,24968,38222281.99,2.9790932393463634,3.0267141941685356,2.919056392181993,8.924863825696892,1530.8507685837874,4246,15723679.0,3703.174517192652,6525,11839522.91,1814.4862697318008,7852,8053211.34,1025.6254890473765,6345,2605868.74,410.6964129235619,18.59
Continente Shopping,25191,37515786.2,2.9942042793061012,3.045730618077885,2.9372791870112342,8.97721408439522,1489.2535508713431,4010,14822275.46,3696.328044887781,6893,11974246.82,1737.1604265196577,8251,8070161.64,978.0828554114653,6037,2649102.28,438.8110452211363,18.25
Neumarkt Shopping,19320,36762026.37,3.2076604554865424,3.179192546583851,3.107712215320911,9.494565217391305,1902.7963959627327,4520,20195892.95,4468.117909292036,5141,9513261.23,1850.4690196459833,5592,5364066.89,959.2394295422031,4067,1688805.3,415.2459552495697,17.88
Nações Shopping,14448,17803210.55,2.8064091915836102,2.794642857142857,2.749307862679956,8.350359911406423,1232.2266438261352,1813,6170132.19,3403.2720297848873,3389,5297873.01,1563.2555355562113,4637,4366282.97,941.618065559629,4609,1968922.38,427.19079626817097,8.66
Norte Shopping,12506,16780811.96,2.588757396449704,2.6396929473852553,2.8681432912202145,8.096593635055173,1341.8208827762674,1463,4938744.54,3375.7652358168148,2468,4377103.98,1773.5429416531606,4126,5233311.14,1268.3740038778478,4449,2231652.3,501.6076196898179,8.16
