perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,26676,131209273.8,4918.62624831309,11.431399010346379,21.4,63.83
Premium,27863,39444364.27,1415.6538875928652,4.986397731758964,22.35,19.19
Potencial,32448,23711588.9,730.7565612672583,3.101978550295858,26.03,11.54
Pontual,37663,11195803.55,297.26265963943393,1.9065130233916576,30.22,5.45
