perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,17285,201078974.25,11633.148640439687,13.779288400347122,13.87,57.64
Premium,18428,64967105.52,3525.4561276318645,6.073258085522031,14.78,18.62
Potencial,34172,55021562.65,1610.1358612314175,4.154132037925788,27.41,15.77
Pontual,54765,27779292.17,507.2453605404912,2.269515201314708,43.94,7.96
