perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,21709,89478785.94,14.039983417015984,4.459486848772398,4.7654429038647566,4.619005942235939,13.843935694873094,4121.736880556451,17.42,43.53
Premium,32891,62524807.86,5.175944787327841,3.545194734121796,3.7447630050773766,3.639962299717248,10.929920038916421,1900.9701091483992,26.39,30.42
Potencial,38883,40123674.76,2.481701514800813,2.785227477303706,2.608029215852686,2.6205282514209296,8.013784944577322,1031.9078970244066,31.19,19.52
Pontual,31167,13433761.96,1.4376102929380434,1.6761318060769403,1.4732248852953445,1.6702281259023968,4.819584817274682,431.02518561298814,25.0,6.54
