shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,28217,58476913.45,3.0,3.0,3.0,9.0,2072.400093915016,4974,27454828.36,5519.667945315641,7646,17761545.76,2322.9853204289825,8325,9688620.07,1163.7982066066068,7272,3571919.2600000002,491.18801705170523,28.45
Garten Shopping,24968,38222281.99,3.0,3.0,3.0,9.0,1530.8507685837874,4418,15912037.33,3601.6381462200093,6585,11782762.8,1789.3337585421414,7648,8009344.5,1047.2469273012553,6317,2518137.36,398.6286781700174,18.59
Continente Shopping,25191,37515786.2,3.000079393434163,2.999920606565837,2.999920606565837,8.999920606565837,1489.2535508713431,4173,15083072.33,3614.4434052240595,6772,11660901.23,1721.9287108682813,8101,8183190.55,1010.1457289223553,6145,2588622.09,421.2566460537022,18.25
Neumarkt Shopping,19320,36762026.37,3.0,3.0,3.0,9.0,1902.7963959627327,3525,17367347.85,4926.907191489362,5048,10881567.38,2155.619528526149,5672,6259955.63,1103.6593141748942,5075,2253155.5100000002,443.97152906403943,17.88
Nações Shopping,14448,17803210.55,3.0,3.0,3.0,9.0,1232.2266438261352,2513,7393656.22,2942.1632391563867,3726,5288990.63,1419.4821873322599,4701,3827699.43,814.2308934269305,3508,1292864.27,368.547397377423,8.66
Norte Shopping,12506,16780811.96,3.000159923236846,2.999840076763154,2.999840076763154,8.999840076763153,1341.8208827762674,2106,6267843.85,2976.1841642924974,3114,5149040.06,1653.513185613359,4436,4154864.58,936.62411632101,2850,1209063.47,424.23279649122804,8.16
