faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),148378.99,59212.87,0.0,0.0
Gen X (1965-1980),815466.13,314386.92,0.0,0.0
Gen Z (1997-2012),273061.27,100832.77,0.0,1190.5
Millennials (1981-1996),1471325.07,509908.22000000003,173.09,523.0899999999999
Nao Informado,0.0,488.9,0.0,0.0
Silent (antes 1946),5663.3,0.0,0.0,0.0
