faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),726.0698333333333,543.1308219178082,0.0,0.0
25-39 (Millennials),794.9422445935869,720.6445929018789,173.09,604.25
40-54 (Gen X),946.4716388225936,1028.9981171548118,0.0,505.09
55-69 (Boomers),1185.2773750000001,803.3289090909092,0.0,0.0
70+ (Silent),1340.62625,999.7526315789473,0.0,0.0
Nao Informado,103.18,256.59666666666664,0.0,0.0
