faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),137,67,0,0
Gen X (1965-1980),794,312,0,0
Gen Z (1997-2012),426,185,0,1
Millennials (1981-1996),1689,597,1,2
Nao Informado,0,1,0,0
Silent (antes 1946),5,0,0,0
