faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),21,89171.13,4246.244285714286,4.976303317535545
Gen X (1965-1980),155,577042.38,3722.8540645161293,36.72985781990521
Gen Z (1997-2012),32,125022.81,3906.9628125,7.5829383886255926
Millennials (1981-1996),213,850905.16,3994.8599061032864,50.4739336492891
Silent (antes 1946),1,2185.0,2185.0,0.23696682464454977
