sigla,segmento,valor,clientes
CS,Moda,318235.39,484
CS,Gastronomia,96701.83,493
CS,Joalheria,70767.65,30
CS,Telefonia,51482.0,9
CS,Calçados,48499.89,131
CS,Esportes,45979.82,140
CS,Eletrodomésticos,32945.91,147
CS,Beleza e Bem-estar,27843.45,174
CS,Ótica,24144.5,21
CS,Farmácias,17249.95,90
CS,Não informado,13658.85,12
CS,Moda Feminina,11656.25,19
CS,Pets,9748.64,47
CS,Livrarias,9144.32,79
CS,Infantil,8866.02,62
CS,Presentes e Acessórios,7117.0,37
CS,Papelaria,6618.86,84
CS,Casa e Decoração,3802.95,35
CS,Lazer,2074.05,22
CS,Serviços,1794.01,81
BS,Moda,442383.8,508
BS,Beleza e Bem-estar,95710.03,240
BS,Joalheria,94407.23,53
BS,Gastronomia,90737.92,308
BS,Calçados,65155.38,105
BS,Moda Feminina,49347.67,34
BS,Esportes,35927.11,77
BS,Infantil,33691.02,116
BS,Ótica,32288.87,17
BS,Casa e Decoração,24480.88,44
BS,Presentes e Acessórios,23794.99,88
BS,Calçados Femininos,15903.91,18
BS,Livrarias,12678.88,105
BS,Eletrônicos,12376.7,12
BS,Telefonia,9585.0,2
BS,Supermercado,9242.31,75
BS,Eletrodomésticos,8706.17,6
BS,Promocional,7000.0,2
BS,Serviços,3587.3,86
BS,Farmácias,3560.33,26
NK,Moda,199368.81,346
NK,Gastronomia,115337.45,438
NK,Beleza e Bem-estar,67472.49,204
NK,Casa e Decoração,55766.36,151
NK,Joalheria,43391.17,28
NK,Calçados,42915.42,103
NK,Ótica,32482.65,18
NK,Eletrônicos,28824.67,18
NK,Esportes,28418.940000000002,72
NK,Moda Feminina,25514.75,34
NK,Presentes e Acessórios,22648.56,40
NK,Farmácias,16226.92,94
NK,Eletrodomésticos,16135.82,142
NK,Telefonia,15354.0,6
NK,Papelaria,13304.83,91
NK,Livrarias,12772.6,109
NK,Infantil,10557.83,54
NK,Pets,7925.36,48
NK,Serviços,3652.0,136
NK,Lazer,1124.5,21
NR,Moda,37989.8,76
NR,Supermercado,30556.01,89
NR,Casa e Decoração,29113.05,69
NR,Gastronomia,16982.79,137
NR,Eletrodomésticos,15063.4,60
NR,Calçados,15055.31,31
NR,Beleza e Bem-estar,11476.62,61
NR,Eletrônicos,8775.0,4
NR,Esportes,8366.24,17
NR,Joalheria,5753.4,7
NR,Telefonia,5564.88,4
NR,Presentes e Acessórios,3892.65,18
NR,Pets,3493.7,27
NR,Infantil,2501.79,11
NR,Papelaria,2424.81,23
NR,Ótica,2359.96,1
NR,Livrarias,2201.05,17
NR,Serviços,864.0,54
NR,Lazer,495.0,7
NR,Hub da Saúde,350.0,1
GS,Moda,188944.41,310
GS,Gastronomia,53609.33,332
GS,Joalheria,49438.96,19
GS,Calçados,31266.26,86
GS,Casa e Decoração,30791.48,95
GS,Beleza e Bem-estar,27405.62,79
GS,Esportes,18624.98,48
GS,Farmácias,14156.27,58
GS,Telefonia,13767.9,4
GS,Infantil,10476.03,55
GS,Presentes e Acessórios,9298.36,54
GS,Papelaria,8625.89,73
GS,Eletrônicos,7991.51,12
GS,Moda Feminina,7395.74,19
GS,Livrarias,6958.47,69
GS,Ótica,5334.4,8
GS,Pets,3975.44,32
GS,Eletrodomésticos,3817.8,3
GS,Serviços,2020.0,107
GS,Kids,1709.07,22
NS,Moda,156688.37,268
NS,Eletrônicos,39224.0,9
NS,Gastronomia,37323.36,212
NS,Esportes,24176.03,44
NS,Beleza e Bem-estar,14822.39,68
NS,Infantil,14698.32,32
NS,Calçados,12671.28,39
NS,Casa e Decoração,8829.13,35
NS,Calçados Femininos,7279.3,7
NS,Joalheria,6867.1,12
NS,Pets,5917.7699999999995,36
NS,Ótica,5739.97,1
NS,Serviços,5030.38,60
NS,Eletrodomésticos,4129.58,50
NS,Livrarias,4041.2799999999997,30
NS,Farmácias,3925.87,24
NS,Outros,2273.9,9
NS,Presentes e Acessórios,2139.02,6
NS,Não informado,1812.29,9
NS,Papelaria,820.2,12
